variant,case_id,span_index,query,rank,candidate,slot_id,rank_score,bm25_score,vector_score,label_score,retrieval_branch,embedding_provider,embedding_model,score_mode,gate_decision,gate_reason,gate_support_score,gate_specificity_score,linker_decision,linker_reason,linker_selected,linker_scope
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,3,함몰가슴,symptom:9d31f655f3,0.0752,0.1528,0.1482,0.0682,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,4,가슴 두근거림,symptom:30c9328237,0.0732,0.1639,0.1229,0.0577,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,5,천명음,wheezing,0.0413,0.2302,0.2173,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,6,삼키기 곤란,dysphagia,0.0409,0.1049,0.2358,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,7,청색증,symptom:2255dfd144,0.0368,0.069,0.1301,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,8,탈장,symptom:d7c26014b2,0.0323,0.0219,0.0593,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,9,불안,symptom:31e7e68566,0.0169,0.0,0.1814,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,10,피부홍조,symptom:9b18d49e37,0.0167,0.0,0.1738,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,11,호흡곤란,dyspnea,0.0164,0.0,0.1685,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,12,발한,symptom:361b63bbd3,0.0162,0.0,0.1586,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,13,흉통,chest_pain,0.0159,0.0,0.1581,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,14,피로감,symptom:a1e24be50f,0.0157,0.0,0.1522,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,15,근육통,symptom:869ad45ea0,0.0155,0.0,0.1511,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,16,압통,symptom:8283cd3a83,0.0151,0.0,0.1472,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,17,반복되는 폐렴,symptom:ade69fdbb3,0.0149,0.0,0.1422,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,18,기침,cough,0.0147,0.0,0.1421,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,19,눈이 무거운 느낌,symptom:b3dcf8a9c5,0.0145,0.0,0.1342,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_027,0,가슴 답답 흉부압박감 가슴 답답 흉부압박감,20,권태감,symptom:31a60ea1ae,0.0143,0.0,0.132,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,1,코막힘,nasal_obstruction,0.0799,1.0,0.5435,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,2,콧물,rhinorrhea,0.0411,0.2209,0.2115,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,3,질식,symptom:86f571c688,0.04,0.1326,0.1763,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,4,열,fever,0.0177,0.0,0.2146,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,5,압통,symptom:8283cd3a83,0.0175,0.0,0.2129,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,6,결막염,symptom:7a281d2ec2,0.0172,0.0,0.2116,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,7,사래걸림,symptom:92ca1277c1,0.0167,0.0,0.208,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,8,빈맥,symptom:920af2278a,0.0164,0.0,0.1892,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,9,눈꼽,symptom:57152bc731,0.0159,0.0,0.1747,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,10,지남력 장애,symptom:78fcb0137a,0.0157,0.0,0.1718,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,11,부정맥,symptom:bcde07d1e3,0.0155,0.0,0.1706,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,12,근긴장의 이상,symptom:4a7dd94774,0.0153,0.0,0.1692,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,13,눈의 충혈,symptom:28fede7696,0.0151,0.0,0.1663,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,14,흉부압박감,symptom:3da5ddf893,0.0149,0.0,0.1623,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,15,서맥,symptom:8915f77f38,0.0147,0.0,0.161,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,16,기운없음,symptom:3a6b475b6a,0.0145,0.0,0.1591,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,17,창백,symptom:5913113332,0.0143,0.0,0.1556,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,18,사망,symptom:49570025c3,0.0141,0.0,0.1555,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,19,목의 통증,sore_throat,0.0139,0.0,0.1525,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_028,0,코막힘 코막힘,20,복부팽만감,symptom:97f0d48f8a,0.0138,0.0,0.1507,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,1,근육통,symptom:869ad45ea0,0.0799,1.0,0.2244,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,2,두통,headache,0.0358,0.5496,0.1119,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,3,권태감,symptom:31a60ea1ae,0.0334,0.4321,0.0811,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,4,발한,symptom:361b63bbd3,0.0331,0.1112,0.081,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,5,근력 약화,symptom:6a6ed91ba5,0.0177,0.0,0.1948,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,6,근긴장의 이상,symptom:4a7dd94774,0.0175,0.0,0.194,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,7,심부전,symptom:253a5cc7d1,0.0172,0.0,0.1922,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,8,말초부종,symptom:331b559ac3,0.0169,0.0,0.1758,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,9,압통,symptom:8283cd3a83,0.0167,0.0,0.1687,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,10,박동성 통증,symptom:06a6f80381,0.0164,0.0,0.1665,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,11,반복되는 폐렴,symptom:ade69fdbb3,0.0162,0.0,0.1606,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,12,가슴 두근거림,symptom:30c9328237,0.0159,0.0,0.1544,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,13,오한,symptom:3cd9aa52ce,0.0159,0.528,0.0659,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,14,방사통,symptom:6e4c88eb21,0.0157,0.0,0.1541,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,15,다발성 장기부전 증상,symptom:af2c03de99,0.0155,0.0,0.153,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,16,결막염,symptom:7a281d2ec2,0.0153,0.0,0.152,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,17,피부홍조,symptom:9b18d49e37,0.0152,0.1073,0.0579,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,18,의식 변화,symptom:27be979d95,0.0151,0.0,0.1489,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,19,불안,symptom:31e7e68566,0.0149,0.1021,0.0466,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_029,0,근육통 근육통,20,코막힘,nasal_obstruction,0.0149,0.0,0.1485,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,1,호흡곤란,dyspnea,0.0799,1.0,0.5518,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,2,운동 시 호흡곤란,symptom:a243309094,0.0783,0.6513,0.3677,0.3214,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,3,호흡기감염,symptom:1d4021c99f,0.0757,0.3129,0.3806,0.1071,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,4,빈호흡,symptom:e3fb3f1d30,0.0753,0.2912,0.266,0.15,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,5,삼키기 곤란,dysphagia,0.0693,0.136,0.2021,0.1071,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,6,수유 곤란,symptom:50b724dad2,0.0645,0.1017,0.0931,0.125,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,7,불안,symptom:31e7e68566,0.0402,0.3062,0.404,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,8,청색증,symptom:2255dfd144,0.0389,0.3606,0.2142,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,9,발한,symptom:361b63bbd3,0.0382,0.2429,0.3519,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,10,피부홍조,symptom:9b18d49e37,0.0379,0.2332,0.3561,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,11,반복되는 폐렴,symptom:ade69fdbb3,0.0371,0.3518,0.1834,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,12,기침,cough,0.037,0.2412,0.2336,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,13,식욕부진,symptom:8678ac0397,0.0368,0.262,0.2105,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,14,함몰가슴,symptom:9d31f655f3,0.0368,0.4868,0.1703,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,15,권태감,symptom:31a60ea1ae,0.0367,0.2404,0.2183,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,16,흉통,chest_pain,0.0358,0.1665,0.2381,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,17,천명음,wheezing,0.0353,0.3116,0.163,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,18,빈맥,symptom:920af2278a,0.0352,0.2722,0.1754,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,19,폐부종,symptom:2c8be00e20,0.0351,0.3215,0.1462,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_030,0,호흡곤란 호흡곤란,20,체중감소,symptom:ed4d516e68,0.035,0.2568,0.1765,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,1,기침,cough,0.0799,1.0,0.4276,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,2,천명음,wheezing,0.0408,0.5319,0.1604,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,3,검은색 가래,symptom:c9b9036b3a,0.04,0.275,0.2522,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,4,결막염,symptom:7a281d2ec2,0.04,0.3474,0.1496,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,5,구토,symptom:29fe75f845,0.0399,0.2956,0.1771,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,6,가래,sputum,0.0383,0.2296,0.1708,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,7,화농성 객담,symptom:54da254b40,0.0378,0.1975,0.2065,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,8,오한,symptom:3cd9aa52ce,0.0373,0.3199,0.0844,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,9,근육통,symptom:869ad45ea0,0.037,0.2965,0.0895,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,10,감기 증상,symptom:cabd50b0e8,0.0366,0.2297,0.1219,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,11,빈맥,symptom:920af2278a,0.0366,0.2046,0.135,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,12,빈호흡,symptom:e3fb3f1d30,0.036,0.1382,0.153,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,13,운동 시 호흡곤란,symptom:a243309094,0.036,0.2031,0.1273,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,14,콧물,rhinorrhea,0.0357,0.2912,0.0725,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,15,두통,headache,0.0355,0.2995,0.0649,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,16,식욕부진,symptom:8678ac0397,0.0355,0.2568,0.073,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,17,호흡곤란,dyspnea,0.0351,0.1923,0.1034,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,18,가슴 답답,chest_discomfort,0.035,0.1474,0.123,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,19,폐부종,symptom:2c8be00e20,0.0345,0.2434,0.0675,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_031,0,기침 기침,20,체중감소,symptom:ed4d516e68,0.033,0.3297,0.0297,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,1,근육통,symptom:869ad45ea0,0.0799,1.0,0.2244,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,2,두통,headache,0.0358,0.5496,0.1119,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,3,권태감,symptom:31a60ea1ae,0.0334,0.4321,0.0811,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,4,발한,symptom:361b63bbd3,0.0331,0.1112,0.081,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,5,근력 약화,symptom:6a6ed91ba5,0.0177,0.0,0.1948,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,6,근긴장의 이상,symptom:4a7dd94774,0.0175,0.0,0.194,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,7,심부전,symptom:253a5cc7d1,0.0172,0.0,0.1922,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,8,말초부종,symptom:331b559ac3,0.0169,0.0,0.1758,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,9,압통,symptom:8283cd3a83,0.0167,0.0,0.1687,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,10,박동성 통증,symptom:06a6f80381,0.0164,0.0,0.1665,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,11,반복되는 폐렴,symptom:ade69fdbb3,0.0162,0.0,0.1606,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,12,가슴 두근거림,symptom:30c9328237,0.0159,0.0,0.1544,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,13,오한,symptom:3cd9aa52ce,0.0159,0.528,0.0659,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,14,방사통,symptom:6e4c88eb21,0.0157,0.0,0.1541,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,15,다발성 장기부전 증상,symptom:af2c03de99,0.0155,0.0,0.153,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,16,결막염,symptom:7a281d2ec2,0.0153,0.0,0.152,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,17,피부홍조,symptom:9b18d49e37,0.0152,0.1073,0.0579,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,18,의식 변화,symptom:27be979d95,0.0151,0.0,0.1489,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,19,불안,symptom:31e7e68566,0.0149,0.1021,0.0466,0.0,rrf_bm25,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_032,0,근육통 근육통,20,코막힘,nasal_obstruction,0.0149,0.0,0.1485,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,1,오한,symptom:3cd9aa52ce,0.0799,1.0,0.1996,0.78,rrf_bm25_vector_label,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,2,권태감,symptom:31a60ea1ae,0.0416,0.4604,0.1892,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,3,근육통,symptom:869ad45ea0,0.0413,0.5299,0.1582,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,4,열,fever,0.0406,0.2621,0.1829,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,5,두통,headache,0.0391,0.4442,0.104,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,6,구토,symptom:29fe75f845,0.0328,0.2624,0.0479,0.0,rrf_bm25_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,7,감기 증상,symptom:cabd50b0e8,0.0169,0.0,0.1297,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,8,질식,symptom:86f571c688,0.0167,0.0,0.1188,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,9,사망,symptom:49570025c3,0.0164,0.0,0.1138,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
O,eval_033,0,오한 오한,10,눈꼽,symptom:57152bc731,0.0162,0.0,0.1116,0.0,rrf_vector,bedrock-titan,amazon.titan-embed-text-v2:0,rrf-hybrid,,,,,,,,
