case_id,accepted_name,query,rank,candidate,slot_id,score,rank_score,bm25_score,vector_score
eval_059,호흡곤란,숨쉬기 힘든 건 그대로예요 숨쉬기 힘든 상태가 그대로입니다,2,운동 시 호흡곤란,symptom:a243309094,0.9905,0.8979,0.8684,0.2858
eval_059,호흡곤란,숨쉬기 힘든 건 그대로예요 숨쉬기 힘든 상태가 그대로입니다,3,불안,symptom:31e7e68566,0.8868,0.8629,0.6136,0.3294
eval_060,가래,가래가 상구 끓어요 가래가 많이 나옵니다,1,가래,sputum,1.0,1.7,1.0,0.4837
eval_060,가래,가래가 상구 끓어요 가래가 많이 나옵니다,2,검은색 가래,symptom:c9b9036b3a,1.0,0.9605,0.9773,0.3907
eval_060,가래,가래가 상구 끓어요 가래가 많이 나옵니다,3,기침,cough,1.0,0.7958,0.8657,0.3072
eval_061,가슴 답답,삭신이 쑤시고 삭신이 쑤십니다,1,가슴 답답,chest_discomfort,0.9,1.0877,0.1623,0.1373
eval_061,가슴 답답,삭신이 쑤시고 삭신이 쑤십니다,2,발한,symptom:361b63bbd3,0.8875,0.8908,1.0,0.1845
eval_061,가슴 답답,삭신이 쑤시고 삭신이 쑤십니다,3,불안,symptom:31e7e68566,0.8434,0.844,0.9454,0.1744
eval_063,어지러움,어질어질해서 어지러움이 있습니다,1,어지러움,symptom:9e9c6673c9,1.0,1.7,1.0,0.5195
eval_063,어지러움,어질어질해서 어지러움이 있습니다,2,반복되는 폐렴,symptom:ade69fdbb3,0.3321,0.2662,0.1194,0.1154
eval_063,어지러움,어질어질해서 어지러움이 있습니다,3,삼키기 곤란,dysphagia,0.3238,0.2606,0.0935,0.1182
eval_063,어지러움,자꾸 휘청거리드래요 자꾸 휘청거립니다,1,어지러움,symptom:9e9c6673c9,0.9,1.2069,0.0,0.1317
eval_063,어지러움,자꾸 휘청거리드래요 자꾸 휘청거립니다,2,가슴 두근거림,symptom:30c9328237,0.8071,0.969,1.0,0.1363
eval_063,어지러움,자꾸 휘청거리드래요 자꾸 휘청거립니다,3,결막염,symptom:7a281d2ec2,0.7311,0.8688,0.8883,0.1242
eval_064,가슴 답답,가심이 콩닥콩닥 빨리 뛰어요 가슴이 콩닥콩닥 빨리 뛰는 느낌이 듭니다,1,가슴 답답,chest_discomfort,1.0,1.7,1.0,0.3595
eval_064,가슴 답답,가심이 콩닥콩닥 빨리 뛰어요 가슴이 콩닥콩닥 빨리 뛰는 느낌이 듭니다,2,함몰가슴,symptom:9d31f655f3,0.6833,0.6582,0.4403,0.2299
eval_064,가슴 답답,가심이 콩닥콩닥 빨리 뛰어요 가슴이 콩닥콩닥 빨리 뛰는 느낌이 듭니다,3,삼키기 곤란,dysphagia,0.7672,0.6538,0.8923,0.1447
eval_065,가슴 답답,전엔 없던 가슴 결림이 새로 생겼어요 전에는 없던 가슴 결림이 새로 생겼습니다,1,가슴 답답,chest_discomfort,0.9,1.5291,0.9685,0.1306
eval_065,가슴 답답,전엔 없던 가슴 결림이 새로 생겼어요 전에는 없던 가슴 결림이 새로 생겼습니다,2,함몰가슴,symptom:9d31f655f3,0.8445,1.073,0.9518,0.1732
eval_065,가슴 답답,전엔 없던 가슴 결림이 새로 생겼어요 전에는 없던 가슴 결림이 새로 생겼습니다,3,가슴 두근거림,symptom:30c9328237,0.8161,0.9707,1.0,0.1417
eval_066,청색증,다리가 퉁퉁 부어서 다리가 부어오릅니다,1,청색증,symptom:2255dfd144,0.3817,0.6781,0.0975,0.1518
eval_066,청색증,다리가 퉁퉁 부어서 다리가 부어오릅니다,2,사지 부종,symptom:bf32e52932,0.2915,0.65,0.0,0.1749
eval_066,청색증,다리가 퉁퉁 부어서 다리가 부어오릅니다,3,기침,cough,0.3666,0.6383,0.1053,0.1403
eval_067,기침,밤만 되면 기침이 심해져서 잠을 설치드래요 밤에 기침이 심해져 잠을 제대로 자지 못합니다,1,기침,cough,0.9,1.5233,0.4951,0.1915
eval_067,기침,밤만 되면 기침이 심해져서 잠을 설치드래요 밤에 기침이 심해져 잠을 제대로 자지 못합니다,2,구토,symptom:29fe75f845,0.7518,0.8485,0.8974,0.1339
eval_067,기침,밤만 되면 기침이 심해져서 잠을 설치드래요 밤에 기침이 심해져 잠을 제대로 자지 못합니다,3,운동 시 호흡곤란,symptom:a243309094,0.4871,0.6672,0.362,0.1357
eval_068,객혈,기침하다 보면 피가 섞여 나올 때가 있드래요 기침 후 피가 섞여 나옵니다,1,객혈,hemoptysis,0.9,1.5105,0.4586,0.3937
eval_068,객혈,기침하다 보면 피가 섞여 나올 때가 있드래요 기침 후 피가 섞여 나옵니다,2,가래,sputum,1.0,1.0724,0.9951,0.3905
eval_068,객혈,기침하다 보면 피가 섞여 나올 때가 있드래요 기침 후 피가 섞여 나옵니다,3,기침,cough,1.0,1.0597,1.0,0.2752
eval_069,운동 시 호흡곤란,쉬어도 피곤하고 쉬어도 피곤합니다,1,운동 시 호흡곤란,symptom:a243309094,0.7855,0.8498,0.571,0.3022
eval_069,운동 시 호흡곤란,쉬어도 피곤하고 쉬어도 피곤합니다,2,기운없음,symptom:3a6b475b6a,0.9,0.8154,0.0,0.0537
eval_069,운동 시 호흡곤란,쉬어도 피곤하고 쉬어도 피곤합니다,3,기침,cough,0.8197,0.7502,0.9632,0.1549
eval_069,어지러움,자꾸 처져요 자꾸 현기증이 납니다,1,어지러움,symptom:9e9c6673c9,0.9,1.0412,0.0,0.1293
eval_069,어지러움,자꾸 처져요 자꾸 현기증이 납니다,2,감기 증상,symptom:cabd50b0e8,0.9171,1.0259,0.989,0.2055
eval_069,어지러움,자꾸 처져요 자꾸 현기증이 납니다,3,권태감,symptom:31a60ea1ae,0.828,0.8805,0.9209,0.1725
eval_070,목의 통증,머리가 지끈지끈 쑤시게 아파요 머리가 지끈지끈 쑤시는 통증이 있습니다,1,목의 통증,sore_throat,0.9302,1.0899,1.0,0.2101
eval_070,목의 통증,머리가 지끈지끈 쑤시게 아파요 머리가 지끈지끈 쑤시는 통증이 있습니다,2,두통,headache,0.9,0.912,0.1772,0.0485
eval_070,목의 통증,머리가 지끈지끈 쑤시게 아파요 머리가 지끈지끈 쑤시는 통증이 있습니다,3,박동성 통증,symptom:06a6f80381,0.7615,0.7793,0.9948,0.1105
eval_071,기운없음,안주 기운이 없어요 기운이 없습니다,1,기운없음,symptom:3a6b475b6a,1.0,1.7,1.0,0.5411
eval_071,기운없음,안주 기운이 없어요 기운이 없습니다,2,빈호흡,symptom:e3fb3f1d30,0.589,0.433,0.0986,0.2758
eval_071,기운없음,안주 기운이 없어요 기운이 없습니다,3,천명음,wheezing,0.4143,0.3032,0.0492,0.1858
eval_072,천명음,전엔 없던 쌕쌕 소리가 새로 나드래요 전에는 없던 쌕쌕 소리가 새로 나기 시작했습니다,1,천명음,wheezing,0.9,1.6323,0.9826,0.1649
eval_072,천명음,전엔 없던 쌕쌕 소리가 새로 나드래요 전에는 없던 쌕쌕 소리가 새로 나기 시작했습니다,2,목소리 변화,voice_change,0.7618,0.9473,0.8337,0.159
eval_072,천명음,전엔 없던 쌕쌕 소리가 새로 나드래요 전에는 없던 쌕쌕 소리가 새로 나기 시작했습니다,3,호기의 증가,symptom:0a6604a5d8,0.3142,0.6574,0.0212,0.1822
eval_074,호기의 증가,요즘 들어 밤에 식은땀이 부쩍 늘었어요 요즘 들어 밤에 식은땀이 많아졌습니다,1,호기의 증가,symptom:0a6604a5d8,0.6076,0.8582,0.4705,0.1754
eval_074,호기의 증가,요즘 들어 밤에 식은땀이 부쩍 늘었어요 요즘 들어 밤에 식은땀이 많아졌습니다,2,복벽이 움푹 들어감,symptom:4b1674fb28,0.5732,0.726,0.5582,0.1285
eval_074,호기의 증가,요즘 들어 밤에 식은땀이 부쩍 늘었어요 요즘 들어 밤에 식은땀이 많아졌습니다,3,곤봉지,symptom:8436aac52b,0.3744,0.6921,0.1202,0.1886
eval_075,목의 통증,목이 부어서 너무 아파요 목이 부어서 매우 아파합니다,1,목의 통증,sore_throat,0.9,1.3352,0.0,0.2173
eval_075,목의 통증,목이 부어서 너무 아파요 목이 부어서 매우 아파합니다,2,코막힘,nasal_obstruction,0.944,1.0754,0.9867,0.2224
eval_075,목의 통증,목이 부어서 너무 아파요 목이 부어서 매우 아파합니다,3,콧물,rhinorrhea,0.7057,0.8282,0.6624,0.1767
eval_076,온몸이 떨림,으슬으슬 춥고 몸이 으슬으슬 춥습니다,1,온몸이 떨림,symptom:57ad1f5606,0.8832,0.9515,1.0,0.1819
eval_076,온몸이 떨림,으슬으슬 춥고 몸이 으슬으슬 춥습니다,2,열,fever,0.9,0.8966,0.1113,0.0617
eval_076,온몸이 떨림,으슬으슬 춥고 몸이 으슬으슬 춥습니다,3,가슴 답답,chest_discomfort,0.4006,0.6608,0.0308,0.2311
eval_076,온몸이 떨림,몸이 덜덜 떨려요 몸이 덜덜 떨립니다,1,온몸이 떨림,symptom:57ad1f5606,1.0,1.1113,1.0,0.2573
eval_076,온몸이 떨림,몸이 덜덜 떨려요 몸이 덜덜 떨립니다,2,기운없음,symptom:3a6b475b6a,0.9,1.0439,0.0,0.1403
eval_076,온몸이 떨림,몸이 덜덜 떨려요 몸이 덜덜 떨립니다,3,가래,sputum,0.3988,0.549,0.0192,0.1856
eval_077,가슴 답답,전엔 없었는데 가슴이 두근두근 뛰는 게 새로 생겼어요 가슴이 두근두근 뛰는 새로운 증상이 생겼습니다,1,가슴 답답,chest_discomfort,0.9,1.3802,0.3101,0.3695
eval_077,가슴 답답,전엔 없었는데 가슴이 두근두근 뛰는 게 새로 생겼어요 가슴이 두근두근 뛰는 새로운 증상이 생겼습니다,2,가슴 두근거림,symptom:30c9328237,1.0,1.275,1.0,0.4144
eval_077,가슴 답답,전엔 없었는데 가슴이 두근두근 뛰는 게 새로 생겼어요 가슴이 두근두근 뛰는 새로운 증상이 생겼습니다,3,함몰가슴,symptom:9d31f655f3,0.6233,0.5558,0.1588,0.2783
eval_078,피로감,자꾸 피곤해서 여쭤보고 싶드래요 자꾸 피곤해서 문의하고 싶습니다,1,피로감,symptom:a1e24be50f,0.9921,1.275,1.0,0.2473
eval_078,피로감,자꾸 피곤해서 여쭤보고 싶드래요 자꾸 피곤해서 문의하고 싶습니다,2,기운없음,symptom:3a6b475b6a,0.9,0.9283,0.0,0.0962
eval_078,피로감,자꾸 피곤해서 여쭤보고 싶드래요 자꾸 피곤해서 문의하고 싶습니다,3,두통,headache,0.5147,0.6271,0.2887,0.1742
eval_080,가래,가래에 피가 비쳐서 걱정돼 가래에 피가 비쳐 걱정됩니다,1,가래,sputum,1.0,1.275,1.0,0.3723
eval_080,가래,가래에 피가 비쳐서 걱정돼 가래에 피가 비쳐 걱정됩니다,2,객혈,hemoptysis,0.9,1.1756,0.6714,0.146
eval_080,가래,가래에 피가 비쳐서 걱정돼 가래에 피가 비쳐 걱정됩니다,3,검은색 가래,symptom:c9b9036b3a,0.7148,0.7069,0.2695,0.3013
eval_081,체중감소,살이 데우 빠졌어요 체중이 갑자기 빠졌습니다,1,체중감소,symptom:ed4d516e68,1.0,1.275,1.0,0.3127
eval_081,체중감소,살이 데우 빠졌어요 체중이 갑자기 빠졌습니다,2,기운없음,symptom:3a6b475b6a,0.9,1.1097,0.0,0.1971
eval_081,체중감소,살이 데우 빠졌어요 체중이 갑자기 빠졌습니다,3,식욕부진,symptom:8678ac0397,0.7439,0.7597,0.5425,0.2356
eval_082,기침,잔기침이 자꾸 나와서 잔기침이 자꾸 납니다,1,기침,cough,0.9107,1.6642,0.8977,0.2771
eval_082,기침,잔기침이 자꾸 나와서 잔기침이 자꾸 납니다,2,가래,sputum,0.7221,0.7887,0.5513,0.2199
eval_082,기침,잔기침이 자꾸 나와서 잔기침이 자꾸 납니다,3,결막염,symptom:7a281d2ec2,0.8103,0.7541,1.0,0.1382
eval_083,가래,기침할 때 가래에 피가 비쳐요 기침할 때 가래에 피가 섞여 나옵니다,1,가래,sputum,1.0,1.275,1.0,0.4746
eval_083,가래,기침할 때 가래에 피가 비쳐요 기침할 때 가래에 피가 섞여 나옵니다,2,기침,cough,0.9775,1.1167,0.7951,0.4155
eval_083,가래,기침할 때 가래에 피가 비쳐요 기침할 때 가래에 피가 섞여 나옵니다,3,객혈,hemoptysis,0.9,1.077,0.3612,0.2019
eval_085,천명음,숨 쉴 때 쌕쌕 소리가 나는데 호흡 시 천명음이 납니다,1,천명음,wheezing,1.0,1.275,1.0,0.4466
eval_085,천명음,숨 쉴 때 쌕쌕 소리가 나는데 호흡 시 천명음이 납니다,2,호흡곤란,dyspnea,0.9,1.1734,0.1375,0.3024
eval_085,천명음,숨 쉴 때 쌕쌕 소리가 나는데 호흡 시 천명음이 납니다,3,발한,symptom:361b63bbd3,0.6484,0.5765,0.1369,0.3174
eval_086,기운없음,기운도 없고 기운이 없습니다,1,기운없음,symptom:3a6b475b6a,1.0,1.7,1.0,0.5563
eval_086,기운없음,기운도 없고 기운이 없습니다,2,빈호흡,symptom:e3fb3f1d30,0.6231,0.4501,0.0863,0.3033
eval_086,기운없음,기운도 없고 기운이 없습니다,3,천명음,wheezing,0.394,0.2784,0.0431,0.1755
eval_086,체중감소,살이 자꾸 빠져요 체중이 자꾸 감소합니다,1,체중감소,symptom:ed4d516e68,0.8867,1.0275,0.7675,0.2538
eval_086,체중감소,살이 자꾸 빠져요 체중이 자꾸 감소합니다,2,빈혈,symptom:4f9cdd7ad9,0.7027,0.7761,0.6236,0.1865
eval_086,체중감소,살이 자꾸 빠져요 체중이 자꾸 감소합니다,3,식욕부진,symptom:8678ac0397,0.5956,0.6833,0.4522,0.1737
eval_087,호흡곤란,조금만 걸어도 숨이 차서 자꾸 쉬게 돼요 조금만 걸어도 호흡곤란으로 인해 자주 쉬어야 합니다,1,호흡곤란,dyspnea,0.9,1.2495,0.4718,0.2029
eval_087,호흡곤란,조금만 걸어도 숨이 차서 자꾸 쉬게 돼요 조금만 걸어도 호흡곤란으로 인해 자주 쉬어야 합니다,2,운동 시 호흡곤란,symptom:a243309094,0.8453,0.9344,0.5305,0.3431
eval_087,호흡곤란,조금만 걸어도 숨이 차서 자꾸 쉬게 돼요 조금만 걸어도 호흡곤란으로 인해 자주 쉬어야 합니다,3,빈호흡,symptom:e3fb3f1d30,0.8185,0.7239,0.9261,0.1653
eval_088,가래,가래만 자꾸 나와요 가래가 자꾸 나옵니다,1,가래,sputum,0.9,1.562,0.6058,0.4728
eval_088,가래,가래만 자꾸 나와요 가래가 자꾸 나옵니다,2,검은색 가래,symptom:c9b9036b3a,1.0,1.0194,1.0,0.4174
eval_088,가래,가래만 자꾸 나와요 가래가 자꾸 나옵니다,3,기침,cough,0.8196,0.6589,0.5,0.2938
eval_091,체중감소,밥을 잘 챙겨먹는데도 살이 계속 빠져요 밥을 잘 먹는데도 살이 계속 빠집니다,1,체중감소,symptom:ed4d516e68,0.9264,1.275,1.0,0.2078
eval_091,체중감소,밥을 잘 챙겨먹는데도 살이 계속 빠져요 밥을 잘 먹는데도 살이 계속 빠집니다,2,빈혈,symptom:4f9cdd7ad9,0.6513,0.709,0.7441,0.1195
eval_091,체중감소,밥을 잘 챙겨먹는데도 살이 계속 빠져요 밥을 잘 먹는데도 살이 계속 빠집니다,3,코막힘,nasal_obstruction,0.4751,0.5871,0.3893,0.1203
eval_093,목의 통증,음식이 목에 걸린 것처럼 잘 안 넘어가요 음식이 목에 걸리는 느낌이 들고 잘 넘어가지 않습니다,1,목의 통증,sore_throat,0.9,1.1362,0.0,0.1329
eval_093,목의 통증,음식이 목에 걸린 것처럼 잘 안 넘어가요 음식이 목에 걸리는 느낌이 들고 잘 넘어가지 않습니다,2,코막힘,nasal_obstruction,0.4833,0.7813,0.1467,0.198
eval_093,목의 통증,음식이 목에 걸린 것처럼 잘 안 넘어가요 음식이 목에 걸리는 느낌이 들고 잘 넘어가지 않습니다,3,복벽이 움푹 들어감,symptom:4b1674fb28,0.3297,0.6495,0.0,0.1978
eval_094,가래,누런 가래가 새로 나와서 누런 가래가 새로 나왔습니다,1,가래,sputum,0.9,1.3914,1.0,0.1407
eval_094,가래,누런 가래가 새로 나와서 누런 가래가 새로 나왔습니다,2,검은색 가래,symptom:c9b9036b3a,0.9615,1.0472,0.8704,0.2678
eval_094,가래,누런 가래가 새로 나와서 누런 가래가 새로 나왔습니다,3,기침,cough,0.7423,0.7302,0.8313,0.148
eval_095,목소리 변화,목소리가 쉬어서 목소리가 쉬었습니다,1,목소리 변화,voice_change,1.0,1.1113,1.0,0.3137
eval_095,목소리 변화,목소리가 쉬어서 목소리가 쉬었습니다,2,목의 통증,sore_throat,0.9,0.7985,0.0,0.0475
eval_095,목소리 변화,목소리가 쉬어서 목소리가 쉬었습니다,3,천명음,wheezing,0.4982,0.5851,0.0545,0.2346
eval_096,어지러움,갑자기 핑 돌면서 어지러워요 갑자기 빙 돌면서 어지러움이 있습니다,1,어지러움,symptom:9e9c6673c9,1.0,1.7,1.0,0.3391
eval_096,어지러움,갑자기 핑 돌면서 어지러워요 갑자기 빙 돌면서 어지러움이 있습니다,2,삼키기 곤란,dysphagia,0.4345,0.4667,0.0935,0.1847
eval_096,어지러움,갑자기 핑 돌면서 어지러워요 갑자기 빙 돌면서 어지러움이 있습니다,3,가래,sputum,0.3859,0.4314,0.0551,0.215
eval_097,가슴 두근거림,머리 지끈거리는 건 안주 그대로예요 머리가 지끈거립니다,1,가슴 두근거림,symptom:30c9328237,0.7455,0.8938,0.4322,0.2696
eval_097,가슴 두근거림,머리 지끈거리는 건 안주 그대로예요 머리가 지끈거립니다,2,두통,headache,0.9,0.7727,0.0304,0.0257
eval_097,가슴 두근거림,머리 지끈거리는 건 안주 그대로예요 머리가 지끈거립니다,3,복벽이 움푹 들어감,symptom:4b1674fb28,0.3475,0.5026,0.0,0.2085
eval_098,삼키기 곤란,맥이 들쭉날쭉 건너뛰는 거 같드래요 맥박이 불규칙하고 건너뛰는 느낌이 있습니다,1,삼키기 곤란,dysphagia,0.8614,0.849,1.0,0.1689
eval_098,삼키기 곤란,맥이 들쭉날쭉 건너뛰는 거 같드래요 맥박이 불규칙하고 건너뛰는 느낌이 있습니다,2,부정맥,symptom:bcde07d1e3,0.7596,0.8481,0.6177,0.2224
eval_098,삼키기 곤란,맥이 들쭉날쭉 건너뛰는 거 같드래요 맥박이 불규칙하고 건너뛰는 느낌이 있습니다,3,빈호흡,symptom:e3fb3f1d30,0.4835,0.6647,0.1396,0.2482
eval_099,구토,얼굴이 핼쑥하고 얼굴이 살이 빠진 것처럼 보입니다,1,구토,symptom:29fe75f845,1.0,0.9787,1.0,0.2654
eval_099,구토,얼굴이 핼쑥하고 얼굴이 살이 빠진 것처럼 보입니다,2,가슴 답답,chest_discomfort,0.9312,0.8605,0.9228,0.2339
eval_099,구토,얼굴이 핼쑥하고 얼굴이 살이 빠진 것처럼 보입니다,3,빈혈,symptom:4f9cdd7ad9,0.9215,0.8601,0.891,0.2376
eval_099,기운없음,핏기가 없어 보인대요 얼굴에 핏기가 없어 보입니다,1,기운없음,symptom:3a6b475b6a,0.9367,0.8871,1.0,0.214
eval_099,기운없음,핏기가 없어 보인대요 얼굴에 핏기가 없어 보입니다,2,청색증,symptom:2255dfd144,0.6546,0.6668,0.4534,0.2087
eval_099,기운없음,핏기가 없어 보인대요 얼굴에 핏기가 없어 보입니다,3,호기의 증가,symptom:0a6604a5d8,0.4731,0.6585,0.0242,0.2766
eval_100,구토,자꾸 토해서 자주 구토합니다,1,구토,symptom:29fe75f845,0.8467,1.2424,1.0,0.16
eval_100,구토,자꾸 토해서 자주 구토합니다,2,설사,symptom:9c88ae340b,0.7685,1.0154,0.8153,0.1685
eval_100,구토,자꾸 토해서 자주 구토합니다,3,화농성 객담,symptom:54da254b40,0.427,0.6056,0.3438,0.1051
